train_loss, test_loss, train_acc, test_acc
1.703185439453125, 1.4814358938217163, 37.062, 44.62
1.2027713864898681, 0.9964630240440369, 56.53, 63.839999999999996
0.9656248471641541, 1.0256206714630127, 66.144, 65.32
0.8004369898414612, 0.9182189819335937, 71.97, 69.83
0.6878044230461121, 0.7138164030075074, 76.176, 75.86
0.6175456695938111, 0.6689730261802673, 78.486, 78.13
0.5628285696792602, 0.6337837863445281, 80.54599999999999, 78.10000000000001
0.5164252625274658, 0.5865744979858398, 82.062, 80.71000000000001
0.48013386915206907, 0.671405225276947, 83.382, 77.79
0.44550336742401125, 0.5746545589447022, 84.49799999999999, 81.32000000000001
0.41459939769744875, 0.5186279408931732, 85.69200000000001, 82.80999999999999
0.3958688396453857, 0.46845086097717287, 86.272, 84.65
0.36894120357513427, 0.4803379325866699, 87.144, 84.61999999999999
0.3452654958152771, 0.4839311863899231, 88.022, 84.56
0.3284465881538391, 0.5559426936149597, 88.596, 82.16
0.30577536444664, 0.401571087884903, 89.378, 87.33
0.28942593728542326, 0.4031658535003662, 89.896, 87.22
0.27649854342460634, 0.4294779451370239, 90.348, 86.52
0.2552480450630188, 0.3878841159820557, 91.104, 87.48
0.23437543041229247, 0.36416140222549437, 91.754, 88.38000000000001
0.22262180178642274, 0.4013197884559631, 92.306, 87.51
0.2062227888917923, 0.34674416646957396, 92.91199999999999, 89.21
0.1939940456676483, 0.34802202029228213, 93.162, 88.92999999999999
0.1749470584821701, 0.36276771326065066, 93.734, 89.41
0.16281914001464845, 0.35675079112052915, 94.346, 89.3
0.14639504249572755, 0.335320023727417, 94.87400000000001, 90.2
0.14010490184783936, 0.3395333472251892, 95.00800000000001, 90.38000000000001
0.12268764511108399, 0.32996268939971923, 95.748, 90.7
0.1110106013059616, 0.32752140445709227, 96.088, 90.78
0.09988530575752258, 0.363411678981781, 96.38600000000001, 90.25999999999999
0.08787145397663117, 0.3305208469390869, 96.87599999999999, 91.08000000000001
0.08087988722324371, 0.3346083526134491, 97.2, 91.29
0.07037991530895234, 0.32723538761138915, 97.566, 91.53999999999999
0.06345340359210969, 0.3254557717323303, 97.8, 91.61
0.05769753880023956, 0.32667363748550415, 98.016, 91.86999999999999
0.051617949451208116, 0.3279331431388855, 98.25, 92.02
0.04873894812703133, 0.3301479935646057, 98.262, 91.79
0.04672042264342308, 0.3292848608016968, 98.422, 91.91
0.04524501304745674, 0.3296218615531921, 98.466, 91.86
0.04273981034249067, 0.33539966859817505, 98.566, 91.72
0.04390318401098251, 0.33102435312271117, 98.524, 91.92
0.04534884228646755, 0.3339005846977234, 98.41, 91.91
0.04143440243303776, 0.3330048901557922, 98.576, 91.97999999999999
0.04530694439291954, 0.339861480140686, 98.516, 91.79
0.04350495086848736, 0.34381504926681516, 98.516, 91.67
0.04347662945389748, 0.3495475396156311, 98.53, 91.63
0.04933728525519371, 0.3484630891799927, 98.262, 91.64999999999999
0.05256641150593758, 0.34709811973571775, 98.172, 91.64999999999999
0.057016881684958935, 0.3601423900604248, 97.96000000000001, 91.31
0.0623724978685379, 0.379720188331604, 97.81, 90.81
0.06970014329195022, 0.3656951735496521, 97.53399999999999, 90.88000000000001
0.07609836341381072, 0.39509745082855224, 97.268, 90.31
0.08767549703121186, 0.37287628707885745, 96.87400000000001, 90.28
0.09408867549419403, 0.40366373062133787, 96.598, 89.67
0.10485067248344421, 0.38961676511764526, 96.28999999999999, 89.42
0.11598992099285126, 0.3428664093017578, 95.804, 90.58
0.1208650953245163, 0.4273135521888733, 95.664, 88.29
0.13772044623851776, 0.36188460454940796, 95.096, 90.06
0.14326160621643066, 0.38541534061431887, 95.002, 88.96
0.146986864695549, 0.40755589809417725, 94.63000000000001, 88.62
0.15785254256725312, 0.35966257419586184, 94.446, 89.64
0.16140872057914735, 0.3709867364883423, 94.188, 89.37
0.16945516217231751, 0.42581150484085084, 93.982, 88.12
0.1785466401529312, 0.39718369140625, 93.612, 88.19
0.1786947061729431, 0.42415619039535524, 93.748, 87.17
0.1787320234298706, 0.45208194332122803, 93.572, 86.65
0.17963445372581482, 0.3796528305530548, 93.554, 88.46000000000001
0.1773625315761566, 0.507413929605484, 93.77799999999999, 85.72
0.17940695858478545, 0.33938823347091673, 93.64, 89.58
0.1753291752910614, 0.47244582710266114, 93.838, 86.22999999999999
0.18369547518253326, 0.3727965829849243, 93.60000000000001, 89.11
0.1794731985092163, 0.3927722559452057, 93.744, 88.29
0.17712125589847566, 0.3553731230735779, 93.878, 88.8
0.17327337581157684, 0.3839875928878784, 93.91000000000001, 88.63
0.17870002291202544, 0.42810447044372557, 93.692, 87.8
0.1709453866624832, 0.35402593631744383, 94.00800000000001, 89.32
0.16522215909004212, 0.35809878511428833, 94.26400000000001, 89.57000000000001
0.16646523034095764, 0.4028095251083374, 94.102, 88.42999999999999
0.1621808880519867, 0.4034510268688202, 94.294, 88.92
0.1590817963027954, 0.35995813364982604, 94.348, 88.89
0.15471350449562074, 0.3408932282447815, 94.568, 90.10000000000001
0.14794354400157927, 0.43536897478103637, 94.75200000000001, 87.79
0.14111527291297912, 0.34101544647216797, 95.094, 90.14999999999999
0.1408757502746582, 0.36698959465026854, 95.104, 89.56
0.14009236728191377, 0.38573819589614866, 95.016, 88.68
0.1290631575489044, 0.3383223925590515, 95.44399999999999, 89.79
0.1250789250564575, 0.3244531158447266, 95.634, 90.23
0.12027777728796005, 0.35098228368759155, 95.774, 89.84
0.11437243535280228, 0.33908381853103636, 95.966, 90.27
0.10840633424758911, 0.35696827039718626, 96.244, 90.36999999999999
0.10249911529064179, 0.34941224822998046, 96.428, 90.64999999999999
0.10498715487003327, 0.44674779071807863, 96.318, 88.71
0.09165091946363449, 0.3066917939186096, 96.762, 91.75
0.08232276787519455, 0.32481076583862306, 97.138, 91.39
0.08387496507048607, 0.32359811124801635, 97.164, 91.23
0.07047918213367463, 0.3069837586402893, 97.58200000000001, 91.82000000000001
0.06898975680351258, 0.3459132801055908, 97.624, 91.01
0.05943970129013062, 0.34448214311599734, 97.99, 90.98
0.05683783000767231, 0.33746817684173586, 98.042, 91.14
0.050754365348815916, 0.3346795784950256, 98.244, 91.47999999999999
0.043078443534970284, 0.30441132373809815, 98.526, 92.36
0.03971449193656445, 0.30807502241134643, 98.63, 92.36
0.03700145351409912, 0.314247976398468, 98.732, 92.42
0.027893895314335823, 0.3182989412307739, 99.02, 92.64
0.024068094772994517, 0.2939878535270691, 99.24, 93.26
0.021905063752233982, 0.30390311336517334, 99.236, 93.04
0.019511931256353855, 0.30751462850570677, 99.334, 92.99
0.01356661487057805, 0.29440341429710387, 99.568, 93.32000000000001
0.012987550564706326, 0.2952451464176178, 99.58200000000001, 93.55
0.010327542650029064, 0.28914339847564696, 99.722, 93.57
0.008372093552686274, 0.2953634213924408, 99.764, 93.55
0.009235766420960426, 0.2897595149993896, 99.72999999999999, 93.74
0.007942106792852283, 0.2902358895778656, 99.77000000000001, 93.61
0.006924266300722957, 0.2911165406703949, 99.788, 93.83
0.006706298188455403, 0.284052932882309, 99.81, 93.88
0.005759998797997832, 0.28074789543151857, 99.87, 93.88
0.00539491732109338, 0.2823902785778046, 99.866, 93.96
0.005825758192911744, 0.28024545803070067, 99.85000000000001, 94.01
0.004747666466981173, 0.28232820091247557, 99.892, 93.95
0.005431332011148334, 0.2823276776790619, 99.844, 93.84
0.005232424901649356, 0.28108650088310244, 99.864, 93.94
0.005082919539585709, 0.2842786696434021, 99.864, 93.95
0.006404609907194972, 0.28493610162734984, 99.816, 93.78
0.0054312150049954655, 0.28487987303733825, 99.864, 93.83
0.0048487147556990386, 0.2857730307102203, 99.862, 93.82000000000001
0.005489698351919651, 0.2832191170692444, 99.846, 93.87
0.005439552389383316, 0.28455510649681093, 99.86, 93.82000000000001
0.005575769055709243, 0.2855103102207184, 99.854, 93.92
0.005372371226549148, 0.28939682011604306, 99.842, 93.84
0.005393971831463278, 0.2904040138721466, 99.854, 93.71000000000001
0.0070717884374782445, 0.30366666173934936, 99.804, 93.44
0.007918656678460539, 0.3095777924537659, 99.764, 93.4
0.00895652174949646, 0.31235061492919924, 99.72800000000001, 93.34
0.012749315779432654, 0.32569255828857424, 99.592, 93.14
0.014810163422077895, 0.3255479157447815, 99.556, 93.17999999999999
0.018071866737306118, 0.3140935151100159, 99.39, 92.9
0.021778889881968497, 0.3446193325996399, 99.29400000000001, 92.43
0.028153468947410585, 0.33626293611526487, 99.09400000000001, 92.5
0.03800346738874912, 0.35586451807022096, 98.7, 91.55
0.0429203894007206, 0.3902097929954529, 98.544, 90.92
0.05910130435824394, 0.3647430669784546, 97.98400000000001, 91.08000000000001
0.06325919085264206, 0.3237175121307373, 97.836, 91.64
0.07569640001773834, 0.34638344507217406, 97.426, 91.03999999999999
0.0810458549451828, 0.3380847456932068, 97.188, 90.61
0.08648110288500786, 0.3662931209564209, 97.032, 90.22
0.08954613868236541, 0.3138191205024719, 96.894, 91.58
0.09912641996383667, 0.32990156955718997, 96.614, 90.68
0.10354756454944611, 0.36658060808181764, 96.43, 89.72
0.10826732075691223, 0.34083381366729737, 96.312, 90.06
0.11317867588996887, 0.36318617076873777, 96.164, 90.16999999999999
0.11315722195625305, 0.32077982339859007, 96.178, 90.82000000000001
0.11745971735954285, 0.3900120495796204, 95.992, 89.07000000000001
0.11610870289325714, 0.333700954246521, 96.002, 90.4
0.11751683884859085, 0.3516335217475891, 95.914, 89.98
0.11787684966087342, 0.3789003601074219, 95.858, 89.47
0.12300672190666198, 0.33083825387954713, 95.806, 90.78
0.11449845981955528, 0.3776971235275269, 96.08, 89.84
0.11877430541038513, 0.3267140639305115, 95.828, 90.69
0.11195173895835876, 0.33625821647644044, 96.218, 90.36999999999999
0.10726251202583313, 0.37148883266448973, 96.298, 89.98
0.10872720747470856, 0.36193126521110536, 96.27, 89.98
0.11282870424509049, 0.3467599835395813, 96.032, 90.09
0.10556540061712265, 0.31946423721313477, 96.312, 90.67
0.09419471153974533, 0.3518454714298248, 96.828, 90.23
0.09975866483211518, 0.3426346702575684, 96.61800000000001, 90.31
0.09311531701564789, 0.33728216676712036, 96.788, 90.9
0.08802896448373794, 0.34195786094665526, 96.98, 90.8
0.0865855553150177, 0.31309109625816345, 97.02, 91.39
0.08781745673179626, 0.29446871981620787, 96.99799999999999, 91.64999999999999
0.07372610879898071, 0.40713753423690796, 97.49600000000001, 89.89
0.07675532360374927, 0.32531155745983126, 97.368, 91.27
0.07144321355342866, 0.320886413526535, 97.57400000000001, 91.16
0.06820433066606521, 0.3403953295707703, 97.674, 90.83
0.06005025012254715, 0.3159723865509033, 97.94800000000001, 91.82000000000001
0.0543116566991806, 0.323716739320755, 98.202, 91.94
0.05120675461053848, 0.3219542844772339, 98.3, 91.67
0.04853622342467308, 0.31224035034179687, 98.356, 92.29
0.04597507911324501, 0.3095428379535675, 98.468, 92.5
0.038347348113059995, 0.29259884290695193, 98.67399999999999, 92.58999999999999
0.032552817288339135, 0.281878795337677, 98.908, 92.88
0.030443536764383317, 0.2882348971366882, 98.992, 93.11
0.02768409711897373, 0.28729796667099, 99.072, 93.04
0.021635846171081066, 0.27736355040073396, 99.29, 93.84
0.017631384518146515, 0.2834666816711426, 99.466, 93.37
0.015372480066716671, 0.2874312662124634, 99.528, 93.64
0.01255906891707331, 0.2813048996925354, 99.652, 93.60000000000001
0.012342623655647039, 0.28312914533615113, 99.604, 93.71000000000001
0.00887216647669673, 0.2802244186401367, 99.732, 93.92
0.007818027462810278, 0.27180895862579346, 99.764, 93.99
0.006694547023624182, 0.2736550481796265, 99.812, 94.03
0.005584172592684626, 0.27016479597091675, 99.862, 94.16
0.005074535325616598, 0.26397532787322997, 99.844, 94.17
0.004721074250116944, 0.26427041444778443, 99.88, 94.17999999999999
0.004185444970801473, 0.26155028676986697, 99.914, 94.19999999999999
0.0037035669580847024, 0.258968544960022, 99.926, 94.34
0.003851499700695276, 0.2586121026039124, 99.91, 94.38
0.003236404291726649, 0.2567156067848206, 99.924, 94.41000000000001
0.0032737029629945754, 0.2603541212081909, 99.932, 94.39999999999999
0.003584375841207802, 0.25744142818450927, 99.90599999999999, 94.41000000000001
0.0032891201164573433, 0.257110094165802, 99.926, 94.36
